genre_id,tmdb_id
10751,211672
16,211672
12,211672
35,211672
28,297762
12,297762
14,297762
10751,321612
14,321612
10749,321612
28,339403
80,339403
12,177572
10751,177572
16,177572
28,177572
35,177572
28,293660
12,293660
35,293660
28,283995
12,283995
35,283995
878,283995
28,19995
12,19995
14,19995
878,19995
28,245891
53,245891
9648,210577
53,210577
18,210577
878,131631
12,131631
53,131631
18,281338
878,281338
10752,281338
12,271110
28,271110
878,271110
53,680
80,680
12,166426
28,166426
14,166426
35,166426
18,155
28,155
80,155
53,155
878,78
18,78
53,78
878,24428
28,24428
12,24428
28,268531
16,268531
35,268531
10751,268531
18,339988
53,339988
878,339988
53,316154
10749,316154
878,316154
28,198663
9648,198663
878,198663
53,198663
878,119450
28,119450
18,119450
53,119450
27,126889
878,126889
53,126889
28,315837
878,315837
53,315837
53,348893
28,348893
80,348893
18,244786
18,550
878,406990
53,406990
14,440597
27,440597
53,440597
28,284053
12,284053
14,284053
878,284053
28,263115
18,263115
878,263115
28,118340
878,118340
12,118340
18,403119
53,403119
27,403119
12,403119
18,278
80,278
28,360249
12,360249
18,360249
28,353491
37,353491
878,353491
14,353491
27,353491
53,324552
28,324552
80,324552
28,337339
80,337339
53,337339
35,13
18,13
10749,13
12,22
14,22
28,22
28,460846
28,258489
12,258489
28,274857
18,274857
14,274857
28,284052
12,284052
14,284052
878,284052
28,297761
12,297761
80,297761
14,297761
878,297761
12,11
28,11
878,11
35,214756
18,424
36,424
10752,424
53,61791
28,61791
18,61791
878,61791
28,294254
18,238
80,238
12,259316
10751,259316
14,259316
14,129
12,129
16,129
10751,129
28,395834
80,395834
9648,395834
53,395834
28,291805
12,291805
35,291805
80,291805
9648,291805
53,291805
35,637
18,637
28,335988
878,335988
53,335988
12,335988
9648,397837
18,397837
53,397837
12,671
14,671
10751,671
35,417870
18,269795
53,269795
28,99861
12,99861
878,99861
9648,419430
53,419430
27,419430
18,539
27,539
53,539
10752,228150
18,228150
28,228150
28,324852
16,324852
12,324852
10751,324852
35,324852
18,240
80,240
28,330459
12,330459
878,330459
28,240832
878,240832
27,395992
878,395992
53,395992
18,283366
14,283366
12,283366
18,399019
37,399019
28,415214
12,415214
28,339846
35,339846
18,510
28,76338
12,76338
14,76338
16,378064
18,378064
10749,372058
16,372058
18,372058
35,19404
18,19404
10749,19404
18,296096
10749,296096
27,15206
12,24021
14,24021
18,24021
10749,24021
28,68726
878,68726
12,68726
53,282035
28,282035
12,282035
35,378236
10751,378236
16,378236
10752,437031
18,312221
28,603
878,603
18,216015
10749,216015
53,216015
28,135397
12,135397
878,135397
53,135397
12,157336
18,157336
878,157336
18,311
80,311
12,120
14,120
28,120
28,137113
878,137113
27,397243
9648,397243
28,122917
12,122917
14,122917
28,140607
12,140607
878,140607
14,140607
36,205596
18,205596
53,205596
10752,205596
28,209112
12,209112
14,209112
12,285
14,285
28,285
53,195590
28,195590
12,8966
14,8966
18,8966
10749,8966
28,1930
12,1930
14,1930
28,374720
18,374720
36,374720
53,374720
10752,374720
53,329865
18,329865
878,329865
9648,329865
18,76203
36,76203
80,198184
28,198184
878,198184
878,87101
28,87101
53,87101
12,87101
35,345914
12,18239
14,18239
18,18239
10749,18239
12,672
14,672
10751,672
12,58
14,58
28,58
28,293167
12,293167
14,293167
12,121
14,121
28,121
14,557
28,557
28,76341
12,76341
878,76341
53,76341
12,122
14,122
28,122
12,10195
14,10195
28,10195
18,341174
10749,341174
28,27205
53,27205
878,27205
9648,27205
12,27205
27,381288
53,381288
878,246655
28,272
80,272
18,272
12,673
14,673
10751,673
28,463906
12,463906
80,463906
80,207703
35,207703
28,207703
12,207703
35,417830
10751,417830
12,1865
28,1865
14,1865
12,262500
878,262500
53,262500
27,238636
53,238636
14,559
28,559
12,559
28,121856
12,121856
878,121856
35,225886
28,168259
878,145135
53,145135
27,145135
18,597
10749,597
53,597
878,102899
28,102899
12,102899
14,1417
18,1417
10752,1417
28,131634
12,131634
878,131634
16,585
35,585
10751,585
28,102382
12,102382
14,102382
28,72190
18,72190
27,72190
878,72190
53,72190
12,50620
14,50620
18,50620
10749,50620
28,127585
12,127585
14,127585
878,127585
16,269149
12,269149
10751,269149
35,269149
12,50619
14,50619
10749,50619
28,141052
12,141052
14,141052
878,141052
80,300669
27,300669
53,300669
12,105
35,105
878,105
10751,105
18,286217
12,286217
878,286217
16,12
10751,12
28,339967
35,339967
18,339967
14,339967
878,339967
12,101299
28,101299
878,101299
878,238615
9648,238615
53,238615
28,24
80,24
35,109439
10751,12445
14,12445
12,12445
28,206647
12,206647
80,206647
18,347882
53,347882
28,347882
878,347882
18,374430
27,374430
9648,374430
878,374430
53,374430
10770,374430
12,674
14,674
10751,674
16,93456
35,93456
10751,93456
80,136835
53,136835
53,382614
18,382614
80,382614
27,14564
53,11187
27,11187
28,11187
18,258230
14,258230
18,428449
14,428449
10749,428449
18,397422
35,397422
12,18
14,18
28,18
53,18
878,18
16,109445
12,109445
10751,109445
53,404733
28,404733
18,150540
35,150540
16,150540
10751,150540
12,564
28,564
14,564
35,38365
12,40096
35,40096
18,40096
35,18785
28,68721
12,68721
878,68721
14,8840
27,176
9648,176
80,176
37,281957
18,281957
12,281957
53,281957
10749,10020
10751,10020
16,10020
14,10020
10402,10020
35,416477
18,416477
10749,416477
27,348
28,348
53,348
878,348
12,12444
14,12444
10751,12444
12,49051
14,49051
28,49051
28,305470
12,305470
878,305470
27,250546
878,158015
27,158015
53,158015
28,98
18,98
12,98
12,36557
28,36557
53,36557
10751,9325
16,9325
12,9325
35,345922
28,396535
27,396535
53,396535
28,280
53,280
878,280
878,62
9648,62
12,62
878,98566
28,98566
12,98566
14,98566
35,98566
12,158852
10751,158852
9648,158852
878,158852
16,20352
10751,20352
28,9806
12,9806
16,9806
10751,9806
53,13448
9648,13448
10751,270946
16,270946
12,270946
35,270946
35,620
14,620
28,1726
878,1726
12,1726
12,630
10751,630
14,630
12,118
35,118
10751,118
14,118
53,207933
16,862
35,862
10751,862
35,45243
80,340677
18,340677
53,340677
28,314095
12,314095
18,314095
36,314095
27,679
28,679
53,679
878,679
18,857
36,857
10752,857
18,11321
10751,8587
16,8587
18,8587
12,157350
28,157350
878,157350
28,393
80,393
53,393
9648,10491
18,10491
53,10491
10749,10491
10752,10491
27,357096
53,357096
878,76757
14,76757
28,76757
12,76757
12,675
14,675
10751,675
9648,675
12,8358
18,8358
80,242582
18,242582
53,242582
12,20526
28,20526
878,20526
18,277216
10402,277216
16,10674
10751,10674
12,10674
28,257344
35,257344
878,257344
10749,28468
18,28468
28,2501
18,2501
9648,2501
53,2501
18,324786
36,324786
10752,324786
18,1402
35,227159
10751,455661
16,455661
10749,455661
35,455661
28,296
53,296
878,296
28,197
18,197
36,197
10752,197
18,14
27,420648
53,420648
35,420648
53,203835
27,203835
35,273477
27,273477
28,180
53,180
878,180
9648,180
28,188927
12,188927
878,188927
12,57158
14,57158
14,277
28,277
53,277
80,189
53,189
28,49026
80,49026
18,49026
53,49026
28,254128
18,254128
53,254128
16,2062
35,2062
10751,2062
14,2062
27,418078
9648,418078
53,418078
14,109491
18,109491
10749,109491
53,101
80,101
18,101
28,2502
18,2502
53,2502
28,461053
80,461053
53,461053
27,270303
53,270303
18,15163
80,273248
18,273248
9648,273248
37,273248
28,37724
12,37724
53,37724
12,274870
18,274870
10749,274870
878,274870
28,744
10749,744
10752,744
18,293768
53,293768
28,752
53,752
14,752
12,278154
16,278154
10751,278154
35,278154
53,76812
16,335797
35,335797
18,335797
10751,335797
10402,335797
878,70160
12,70160
14,70160
28,346672
14,346672
27,346672
28,17774
53,17774
14,497
18,497
80,497
18,326285
12,146
18,146
28,146
10749,146
80,259695
18,259695
12,646
28,646
53,646
12,74
53,74
878,74
18,207
12,85
28,85
35,5968
10749,5968
18,640
80,640
27,10585
53,10585
18,301875
10749,301875
878,301875
10749,150689
14,150689
10751,150689
18,150689
18,68718
37,68718
12,254
18,254
28,254
27,578
53,578
12,578
35,313369
18,313369
10402,313369
10749,313369
18,12271
28,225574
53,225574
9648,225574
35,72105
14,72105
14,197796
10749,197796
27,694
53,694
28,184315
12,184315
18,616
28,616
10752,616
36,616
28,10679
35,10679
878,10679
12,181533
35,181533
14,181533
10751,181533
53,37686
878,37686
9648,37686
28,11532
12,11532
18,11532
28,273481
80,273481
18,273481
9648,273481
53,273481
12,1891
28,1891
878,1891
14,102651
12,102651
28,102651
10751,102651
10749,102651
35,375794
18,27586
10402,27586
28,9738
12,9738
14,9738
878,9738
878,601
12,601
10751,601
14,601
18,627
80,627
16,14160
35,14160
10751,14160
12,14160
28,1771
12,1771
878,1771
28,1969
35,1969
37,1969
80,1969
28,218
53,218
878,218
28,39254
878,39254
18,39254
18,280996
9648,280996
27,923
53,307663
878,307663
28,307663
12,307663
10752,190859
28,190859
27,292280
53,292280
12,17578
16,17578
9648,17578
10751,260514
35,260514
16,260514
12,260514
28,11679
12,11679
80,11679
18,11679
9648,11679
53,11679
28,324668
53,324668
878,1724
28,1724
12,1724
14,268
28,268
80,1949
18,1949
9648,1949
53,1949
12,767
14,767
10751,767
12,10138
28,10138
878,10138
12,955
28,955
53,955
27,9792
53,9792
28,15255
80,15255
53,15255
18,254302
12,2059
28,2059
53,2059
9648,2059
18,2133
18,340666
53,340666
16,920
12,920
35,920
10751,920
878,36648
28,36648
27,36648
53,36648
12,36648
14,36648
18,27
10402,27
10749,27
10402,2005
35,2005
28,1573
53,1573
12,267935
10751,267935
14,267935
18,568
12,58595
14,58595
18,58595
28,100402
12,100402
878,100402
28,345915
35,345915
53,345915
12,58574
28,58574
80,58574
9648,58574
14,13486
28,13486
12,13486
16,9982
10751,9982
35,9982
18,374473
53,591
9648,591
35,15159
9648,15159
28,10711
80,10711
18,10711
53,10711
28,49521
12,49521
14,49521
878,49521
18,1422
53,1422
80,1422
28,12244
12,12244
16,12244
878,12244
53,12244
878,49047
53,49047
18,49047
878,106
28,106
12,106
53,106
878,91314
28,91314
12,91314
35,138832
80,138832
9648,324560
53,324560
37,324560
16,11544
10751,11544
12,9543
14,9543
28,9543
10749,9543
80,807
9648,807
53,807
28,10538
12,10538
53,10538
9648,745
53,745
18,745
18,133805
27,133805
12,262504
878,262504
35,2105
10749,2105
28,6068
12,6068
35,6068
10749,6068
53,207932
14,141
18,141
9648,141
18,363676
36,363676
28,136797
80,136797
18,136797
53,136797
28,7220
80,7220
18,7220
80,654
18,654
9648,426
10749,426
53,426
18,792
10752,792
28,792
18,194662
35,194662
28,1535
80,1535
53,1535
53,1018
18,1018
9648,1018
28,2503
18,2503
9648,2503
53,2503
18,73
12,81870
28,81870
35,703
18,703
10749,703
12,411
10751,411
14,411
28,1271
12,1271
10752,1271
53,260346
28,260346
37,5176
28,300671
18,300671
36,300671
53,300671
10752,300671
53,8271
18,8271
9648,8271
16,10555
28,10555
35,10555
10751,10555
12,808
16,808
35,808
10751,808
14,808
10749,340101
10752,340101
35,340101
18,340101
9648,2832
53,2832
35,1584
10402,1584
14,4922
18,4922
53,4922
9648,4922
10749,4922
28,949
80,949
18,949
53,949
28,47971
12,47971
80,47971
18,567
9648,567
53,567
18,205587
28,192102
18,192102
53,192102
80,192102
27,92060
10402,92060
53,75656
80,75656
28,177677
12,177677
53,177677
35,209189
80,209189
878,871
12,871
18,871
28,871
36,407887
18,407887
10752,407887
28,407887
14,9479
16,9479
10751,9479
28,8409
18,8409
18,38810
16,41216
12,41216
10751,41216
14,41216
27,170
53,170
878,170
18,1439
36,1439
10749,1439
80,180863
18,180863
